Well #,Season,Name of Village,State as of 2016,lat,long,GPS
383,2019,Rumbek Jadit,Wau,7.823611111111111,28.177222222222223,7.823611111111111 28.177222222222223
384,2019,Majak ,Wau,7.670555555555556,28.073055555555555,7.670555555555556 28.073055555555555
385,2019,Hai Jebel-kher and Bright Future S.S,Wau,7.747777777777778,27.985,7.747777777777778 27.985
386,2019,Nazareth ,Wau,7.834444444444444,28.129444444444445,7.834444444444444 28.129444444444445
387,2019,Bilpam ,Wau ,7.895277777777778,28.101388888888888,7.895277777777778 28.101388888888888
388,2019,"Wau "" A"" Girls Primary School",Wau,7.710277777777778,28.015,7.710277777777778 28.015
389,2019,Nazareth ,Wau,7.926944444444445,28.09722222222222,7.926944444444445 28.09722222222222
400,2019,Hai Jebel ,Wau,7.859166666666667,28.15638888888889,7.859166666666667 28.15638888888889
17,2007,Achierchok,Tonj ,8.614285,28.745443,8.614285 28.745443
19,2008,Kuacjok,Gogrial,8.306762,27.912833,8.306762 27.912833
20,2008,Kuajok,Gogrial,8.308124,27.975940,8.308124 27.975940
21,2008,Kuajok,Gogrial,8.305501,27.974567,8.305501 27.974567
22,2008, Kuacjok Town,Gogrial,8.310846,27.979081,8.310846 27.979081
23,2008,Kuajok,Gogrial,8.313380,27.986028,8.313380 27.986028
24,2008,Kuajok,Gogrial,8.303265,27.986303,8.303265 27.986303
25,2008,Kuajok,Gogrial,8.312885,27.988962,8.312885 27.988962
26,2008,Kuajok,Gogrial,8.310069,27.967935,8.310069 27.967935
29,2008,Malual monyjoc Primary School,Gogrial,8.356901,27.924302,8.356901 27.924302
36,2009,Lang village,Gogrial,8.883643,28.021825,8.883643 28.021825
37,2009,Lang Primary School,Gogrial,8.878717,28.026371,8.878717 28.026371
38,2009,Maduol ,Gogrial,8.946779,27.863015,8.946779 27.863015
39,2009,Awich,Gogrial,8.938448,27.835136,8.938448 27.835136
40,2009,Abooth,Gogrial,8.950228,28.847855,8.950228 28.847855
42,2009,WFS Old compound in Wau,Wau,7.710770,28.032771,7.710770 28.032771
89,2011,Amoukou,Tonj ,8.561110,28.722675,8.561110 28.722675
148,2013,Buat Angui,Twic,9.161565,28.397066,9.161565 28.397066
149,2013,Wuriang,Twic,9.149380,28.395024,9.149380 28.395024
150,2013,Amieat,Twic,9.159964,28.403964,9.159964. 28.403964
151,2013,Mabil,Twic,9.164053,28.374056,9.164053 28.374056
152,2013,Kueech Pareng,Twic,8.919170,27.426940,8.919170 27.426940
153,2013,Kueech,Gogrial,8.846701,28.247108,8.846701 28.247108
154,2013,Marol Athokpur,Gogrial,8.864719,28.070154,8.864719 28.070154
155,2013,Machar Kuel,Gogrial,8.864317,28.084884,8.864317 28.084884
156,2013,Akon,Gogrial,8.893365,27.950044,8.893365 27.950044
157,2013,Nyok Thiang,Gogrial,8.666810,27.995542,8.666810 27.995542
159,2013,Ngapadhiang,Gogrial,8.564075,28.036691,8.564075 28.036691
260,2016,Majook Ken,Twic,9.066191,28.313298,9.066191 28.313298
261,2016,Bookanyara,Twic,9.088089,28.306149,9:088089 28.306149
266,2016,Malek Akol,Gogrial,8.809108,28.240486,8.809108 28.240486
269,2016,Gaikou,Gogrial,8.597584,28.148838,8.597584 28.148838
272,2016,Mouraruor Primary School,Gogrial,08.224033,27.965679,08.224033 27.965679
280,2016,Aru Junction,Central Equatoria,042148.84N0315853.60E,None,042148.84N0315853.60E None
281,2016,Ofiri (Langabu),Central Equatoria,043352.79N0320258.70E,None,043352.79N0320258.70E None
282,2016,Lirya Center,Central Equatoria,043928.96N0320451.21E,None,043928.96N0320451.21E None
401,2019,Warhuk,Wau,7.821955.,27.933984,7.821955. 27.933984
402,2019,Ger-Ajiep,Wau,7.925305.,27.983570,7.925305. 27.983570
403,2019,Beling Achol,Wau,7.918773.,27.983958,7.918773. 27.983958
404,2019,Riangnhom ,Gogrial ,8.120638.,27.946019,8.120638. 27.946019
405,2020,Adhothic ,Gogrial ,8.272458.,28.063678,8.272458. 28.063678
406,2020,Khiiric Primary School,Gogrial ,8.193789.,28.147642,8.193789. 28.147642
407,2020,Majok Ken ,Twic,9.060578.,28.320100,9.060578. 28.320100
408,2020,Gumgoi,Twic,9.117473.,28.357209,9.117473. 28.357209
409,2020,Malek Ngok Primary School,Gogrial ,8.736813.,28.145308,8.736813. 28.145308
410,2020,Maluil Aluel - Primary School,Gogrial ,8.598692.,28.331118,8.598692. 28.331118
411,2020,Buon-Nyoor,Gogrial ,8.633077.,28.314612,8.633077. 28.314612
412,2020,Wuntit,Gogrial ,8.686607.,28.291045,8.686607. 28.291045
413,2020,Nyiorthok Marul,Gogrial ,8.284778.,28.124869,8.284778. 28.124869
414,2020,Achool/Abuokdiit,Gogrial ,8.716270.,28.368261,8.716270. 28.368261
415,2020,Panyuom,Gogrial ,8.707364.,28.363945,8.707364. 28.363945
416,2020,Marial Akuien Primary School,Gogrial ,8.675292.,28.397801,8.675292. 28.397801
417,2020,Rum-muoth ,Gogrial ,8.6246697.,28.37619618,8.6246697. 28.37619618
418,2020,Panthony,Gogrial ,8.6201619:,28.36936978,8.6201619: 28.36936978
419,2020,Panchier Primary School,Gogrial,8.61242638:,28.35522328,8.61242638: 28.35522328
420,2020,Patai,Gogrial ,8.60221412:,28.36086966,8.60221412: 28.36086966
421,2020,Machar Akol,Gogrial ,8.777512:,28.460207,8.777512: 28.460207
422,2020,Chuei Akuong/Pan Jak,Gogrial,8.707326:,28.452977,8.707326: 28.452977
423,2020,Mayom Dunguer/Roordit ,Gogrial,8.696559:,28.409151,8.696559: 28.409151
424,2020,Thuor Geng Anei,Gogrial,8.738526:,28.497476,8.738526: 28.497476
425,2020,Galual Primary School,Gogrial,8.727310:,28:512490,8.727310: 28:512490
426,2020,Agumuot ,Gogrial,8.840372,28.545150,8.840372 28.545150
427,2020,Thur-Agaar,Gogrial,8.740261,28:487870,8.740261 28:487870
428,2020,Tiit-thok,Gogrial ,8.850743,28.560865,8.850743 28.560865
429,2020,Riang Mabior ,Gogrial ,8.833539,28.561873,8.833539 28.561873
430,2020,Gong Peer Primary School,Gogrial ,8.828808,28.575213,8.828808 28.575213
431,2020,Water for South Sudan-Compound ,Wau,7.721550,28.039115,7.721550 28.039115
432,2020,Awutuop,Gogrial,8.807506,28.509123,8.807506 28.509123
433,2020,Thur-juoth,Gogrial ,8.808575,28.559001,8.808575 28.559001
434,2020,Chuei-Makiech,Gogrial ,8.801226,28.528591,8.801226 28.528591
435,2020,Rumliet Primary School,Gogrial ,8.790194,28.510969,8.790194 28.510969
436,2020,Majok Donguar Primary School,Gogrial,8.816380,28.510852,8.816380 28.510852
437,2020,Giny-jur,Gogrial ,8.7267353,28.5224032,8.7267353 28.5224032
438,2020,Majak-Nyuom Primary School,Gogrial ,8.730420,28.531277,8.730420 28.531277
439,2020,Marial -Nyap,Gogrial ,8.737577,28.535263,8.737577 28.535263
440,2020,Adhuothic ,Gogrial ,8.71298694,28.57218962,8.71298694 28.57218962
441,2020,Marial Pajieng,Gogrial ,8.745362,28.541494,8.745362 28.541494
442,2020,Aringhok Primary School,Gogrial ,8.75550141,28.56311892,8.75550141 28.56311892
443,2020,Rum Pagong,Gogrial ,8.74867388,28.55802429,8.74867388 28.55802429
444,2020,Rum-panagok,Gogrial ,8.753115,28.553037,8.753115 28.553037
445,2020,Atunga,Gogrial ,8.76590122,28.57867312,8.76590122 28.57867312
446,2020,Mayen Atunga,Gogrial ,8.770592,28.587666,8.770592 28.587666
447,2020,Alol,Gogrial ,8.797524,28.618598,8.797524 28.618598
448,2020,Thurdong ,Gogrial ,8.78329879,28.61443451,8.78329879 28.61443451
449,2020,Adel ,Gogrial,8.80055701,28.63297898,8.80055701 28.63297898
450,2020,Gong Nyuon ,Gogrial ,8.796721,28.488366,8.796721 28.488366
451,2020,Marial Thou,Gogrial,8.656609,28.399453,8.656609 28.399453
452,2020,Panthou,Gogrial ,8.662730,28.404369,8.662730 28.404369
453,2020,Abou Primary Health Care Unit,Wau,7.995652,27.800206,7.995652 27.800206
454,2020,Atido Primary Health Care Unit ,Wau,7.851996,27.899044,7.851996 27.899044
455,2020,Achuong-chuong Primary Health Care Center ,Wau,7.921080,27.161494,7.921080 27.161494
456,2020,Nyikejo Primary Health Care Unit,Wau,7.628385,27.105634,7.628385 27.105634
457,2020,Khor Ghana Jadeep Primary School,Wau,7.707176,27.964336,7.707176 27.964336
458,2021,Rumameth,Gogrial West,8.838225,28.177204,8.838225 28.177204
459,2021,Pajok Beck,Gogrial West,8.569005,28.22.5996,8.569005 28.22.5996
460,2021,Aciec-kou,Gogrial West,8.560127,28.261268,8.560127 28.261268
461,2021,Majook Akotkuac,Gogrial West,8.86.2110,28.406333,8.86.2110 28.406333
462,2021,Ajogo,Gogrial East,8.711351,28.423657,8.711351 28.423657
463,2021,Mangol,Gogrial East,8.82.4507,28.54.1891,8.82.4507 28.54.1891
464,2021,Majook Ngok,Gogrial West,8.719759,28.14.2284,8.719759 28.14.2284
465,2021,Warngap,Gogrial West,8.56.2857,28.12.4096,8.56.2857 28.12.4096
466,2021,Pinydit,Gogrial East,8.415950,28.344742,8.415950 28.344742
467,2021,Chur Primary School,Gogrial East,8.413829,28.372617,8.413829 28.372617
468,2021,Mawithou,Gogrial East,8.386127,28314796,8.386127 28314796
469,2021,Maker Akech,Gogrial East,8.3332.54,28.293498,8.3332.54 28.293498
470,2021,Luonyaker Church,Gogrial East,8.228545,28.391395,8.228545 28.391395
471,2021,Lilmajak,Gogrial East,8.377839,28.356783,8.377839 28.356783
472,2021,Tarweng,Gogrial East,8.351007,28.354034,8.351007 28.354034
473,2021,Pathoui,Gogrial East,8.270824,28.360273,8.270824 28.360273
474,2021,Toluel,Gogrial East,8.284275,28.385893,8.284275 28.385893
475,2021,Nyorthook,Gogrial East,8.323743,28.394530,8.323743 28.394530
476,2021,Ahuoch bar,Gogrial East,8.213264,28.395608,8.213264 28.395608
477,2021,Ajak-Angon,Gogrial East,8.167968,28.332009,8.167968 28.332009
478,2021,Patiek-Dier,Gogrial East,8.190157,28.443294,8.190157 28.443294
479,2021,Nyiop-chop Primary,Gogrial East,8.224778,28.428749,8.224778 28.428749
480,2021,Mabil,Gograil East,8.221405,28.309422,8.221405 28.309422
481,2021,Halcok,Gogrial East,8.126829,28.289277,8.126829 28.289277
482,2021,Athiang,Gogrial East,8.211501,28.458143,8.211501 28.458143
483,2021,Mabior Abiem,Jur River,8.003663,28.033162,8.003663 28.033162
484,2021,Marial Baai,Jur River,7.295341,28.160932,7.295341 28.160932
485,2021,Kuarjiena,Jur River,7.498188,28.268203,7.498188 28.268203
486,2021,Warayat,Jur River,7.574801E28.022861,None,7.574801E28.022861 None
487,2021,Ayen,Gogrial East,8.346537,28.294093,8.346537 28.294093
488,2021,Lietdit-Nhom,Gogrial East,8.332919,28.254868,8.332919 28.254868
489,2021,Awut-wut,Gogrial East,8.340844,28.308234,8.340844 28.308234
490,2021,Wut-Dong,Gogrial East,8.424728,28.469889,8.424728 28.469889
491,2021,Geng-agok,Gogrial East,8.401320,28.377623,8.401320 28.377623
492,2021,Adol thiong,Gogrial East,8.414403,28.395764,8.414403 28.395764
493,2021,Keric Machar Awuong,Gogrial East,8.336227,28.402745,8.336227 28.402745
494,2021,Jaac Kuac,Gogrial East,8.412090,28.403135,8.412090 28.403135
495,2021,Mac-Ather,Gogrial East,8.383828,28.434901,8.383828 28.434901
496,2021,Mawut-Ador,Gogrial East,8.210223,28.493550,8.210223 28.493550
497,2021,Rieng-piny,Gogrial East,8.243960,28.345468,8.243960 28.345468
498,2021,Aker-Abuok,Gogrial East,8.305820,28.406599,8.305820 28.406599
499,2021,Kuel,Gogrial East,8.419220,28.426366,8.419220 28.426366
500,2021,Nyok-Nyok,Gogrial East,8.399616,28.439931,8.399616 28.439931
501,2021,Alel-chok Primary School,Jur River,7.782255,27.981046,7.782255 27.981046
502,2021,Alel-chok PHCU,Jur River,7.777847,27.978129,7.777847 27.978129
503,2021,Gettee,Jur River,7.946320,27.847061,7.946320 27.847061
504,2021,"RRC, Wau South Sudan",Wau,7.693959,27.001265,7.693959 27.001265
505,2021,Bazia Jedid PHCC,Wau,7.678802,27.994309,7.678802 27.994309
506,2021,Pian-tok,Western Bahr-El-Ghazal,7.7048366,28.0388955,7.7048366 28.0388955
507,2022,Ukel Abanga Primary School -- KorKorongo,Western Bahr-El-Ghazal,7.6848379,28.005877,7.6848379 28.005877
508,2022,Eastern bank - Salva's Farm,Western Bahr-El-Ghazal,7.717945,28.040872,7.717945 28.040872
509,2022,Wunyiik,Warrap,7.7678804,29.066502,7.7678804 29.066502
510,2022,Makur,Warrap,7.793340,29.038943,7.793340 29.038943
511,2022,Palam,Warrap,7.786497,29.065389,7.786497 29.065389
512,2022,Marial Aguet,Warrap,7.738077,29.025425,7.738077 29.025425
513,2022,Pakang,Warrap,7.737376,29.126798,7.737376 29.126798
514,2022,Akol-Ngong ,Warrap,7.804939,29.083346,7.804939 29.083346
515,2022,Mabior Makot,Warrap,7.812046,29.109074,7.812046 29.109074
516,2022,Rieny,Warrap,8.542319,28.091526,8.542319 28.091526
517,2022,Kuel - Abil,Warrap,7.8742206,29.0808412,7.8742206 29.0808412
518,2022,Rak-Chiek,Warrap,7.891297,29.114612,7.891297 29.114612
519,2022,Cum-Luol,Warrap,7.828862,29.091834,7.828862 29.091834
520,2022,Danga,Warrap,7.883845,29.104376,7.883845 29.104376
521,2022,War-Apor,Warrap,7.850689,29.091872,7.850689 29.091872
522,2022,Gokdit,Warrap,7.801082,28.995569,7.801082 28.995569
523,2022,Rak-Chok,Warrap,7.741722,28.850067,7.741722 28.850067
524,2022,Aloor,Warrap,7.983249,29.310138,7.983249 29.310138
525,2022,Anyiach,Warrap,7.652340,28.730842,7.652340 28.730842
526,2022,Wun-Kuel Primary School,Warrap,7.803575,28.917345,7.803575 28.917345
527,2022,Lol-lith,Warrap,7.965471,29.216538,7.965471 29.216538
528,2022,Majok-Cileng,Warrap,7.755361,28.970739,7.755361 28.970739
529,2022,Aleek,Warrap,7.729456,28.813597,7.729456 28.813597
530,2022,Palal,Warrap,7.715034,28.943102,7.715034 28.943102
531,2022,Kony-bai,Warrap,7.736124,28.973020,7.736124 28.973020
532,2022,Aliet PHCU,Warrap,7.877131,29.437067,7.877131 29.437067
533,2022,Ngem-Aker,Warrap,7.849500,29.435504,7.849500 29.435504
534,2022,Pagot,Warrap,7.906851,29.4839798,7.906851 29.4839798
535,2022,Nyingor,Warrap,8.107486,29.355963,8.107486 29.355963
536,2022,Wun-Cum,Warrap,8.146744,29.329007,8.146744 29.329007
537,2022,Kol-Nyang,Warrap,8.138022,29.397375,8.138022 29.397375
538,2022,Wunlit Market ,Warrap,7.835492,29.218730,7.835492 29.218730
539,2022,Ageng,Warrap,7.617821,28.800362,7.617821 28.800362
540,2022,Machar-Arol,Warrap,7.611710,28.793657,7.611710 28.793657
541,2022,Wunkuel ,Warrap,7.803732,28.951379,7.803732 28.951379
542,2022,Apuukdit ,Warrap,8.090337,29.335422,8.090337 29.335422
543,2022,Adial,Warrap,7.892494,29.433974,7.892494 29.433974
544,2022,Rumkier ,Warrap,7.748954,29.292710,7.748954 29.292710
545,2022,Ajakdit,Warrap,7.862975,29.337619,7.862975 29.337619
546,2022,Ayidit,Warrap,7.972436,29.281650,7.972436 29.281650
547,2022,Madher,Warrap,8.039875,29.488043,8.039875 29.488043
548,2022,Panak,Warrap,8.084689,29.282149,8.084689 29.282149
549,2022,Jarweng,Warrap,7.814375,29.233746,7.814375 29.233746
550,2022,Panur,Warrap,7.900902,29.456491,7.900902 29.456491
551,2022,Tarweng,Warrap,7.943559,29.302115,7.943559 29.302115
552,2022,Palieng Market,Warrap,7.987563,29.317100,7.987563 29.317100
553,2022,Machar ,Warrap,7.977807,29.310230,7.977807 29.310230
554,2022,Aluom,Warrap,7.601290,28.748522,7.601290 28.748522
555,2022,Akier - Panyangthii,Warrap,7.711448,28.909863,7.711448 28.909863
556,2022,Anguei,Warrap,8.280801,27.975449,8.280801 27.975449
557,2022,Toby Primary School,Western Bahr-El-Ghazal,7.683869,27.976275,7.683869 27.976275
